episode,score
865,-163.14748472399054
866,-70.76208376471928
867,-414.6670429786376
868,-109.09644737854546
869,-541.3810538616165
870,-143.91350723654796
871,-384.9670832114597
872,-178.70175658498977
873,-98.30996031327085
874,-56.50806384794599
875,-432.22877150734706
876,-168.15203895772686
877,-266.9370281284028
878,12.775748785480715
879,-87.42456931899436
880,-404.9580239659188
881,-159.9814143699353
882,-299.94811139015246
883,-160.6046570865515
884,5.447100170817407
885,-124.411376593635
886,0.8588698445008021
887,-260.7991028824818
888,-75.54842343133969
889,-288.3638811496023
890,10.138141696841544
891,-195.70756855207833
892,-267.24476031395693
893,-317.65903602303194
894,-192.85515501749464
895,-133.3418028806326
896,-254.01771149276874
897,-134.07980347474233
898,-354.30007361746937
899,-206.5263445393033
900,-79.40321086431275
901,-205.02664650826574
902,-129.23622381135084
903,-331.88582394456694
904,-95.53628138810575
905,-299.74705644094615
906,-299.649085782602
907,-130.0005532049388
908,-408.32851233023837
909,-69.90665123870642
910,-195.06594014801757
911,-125.80612050506947
912,-285.43015727204454
913,-88.12529320687082
914,-231.64046337617805
915,-107.30233005020148
916,-45.048298573542354
917,-73.8708764653864
918,-133.16554231728435
919,-275.35353049244156
920,-62.18010609131163
921,-124.0705804803273
922,-287.58745714570273
923,-454.80485457549094
924,-113.36938307934635
925,-287.2215279849469
926,-103.75077857978852
927,-132.8580930464551
928,-114.9774796399327
929,-89.7840587694786
930,-211.97587871700685
931,-261.7984228650413
932,-147.42293226586048
933,-257.45843504935067
934,-159.69273209329413
935,-180.76069021831356
936,-269.00225429818397
937,-116.22834492894629
938,-332.6162591877851
939,-116.52465111672234
940,-94.08776271015297
941,-92.67018573572851
942,-195.6435525121752
943,-51.240993801239895
944,-442.50324150482055
945,-97.73951692768065
946,-88.3884337822668
947,-258.86176524058226
948,-135.54533025274588
949,-62.43517977684391
950,-240.53684519378936
951,-168.43170148265963
952,-169.14657348644351
953,-91.62041923154153
954,-89.81003140747347
955,-246.77248228160633
956,-191.91205357716066
957,-102.7277800827566
958,-338.7205249045291
959,-238.7969696254028
960,-71.66923683210484
961,-211.749794639235
962,-270.0281433968455
963,-202.0905276000285
964,-187.63036343067432
965,-266.49449584964225
966,-382.0573519968468
967,-245.41641324143075
968,-237.32540975950374
969,-230.54119661283102
970,-91.89686296008742
971,-156.35006666826843
972,-102.67462934712933
973,-318.06436495818616
974,-67.78460617658206
975,-108.32634012123948
976,-88.10597956971569
977,-358.2776381639832
978,-104.99542008674486
979,-134.37438648094923
980,-204.76788681686057
981,-206.4674788822669
982,-60.17740406039458
983,-294.77509953935106
984,-159.09909867635423
985,-42.28672841277219
986,-90.33255536107745
987,-222.71549433236964
988,-126.61074409915562
989,-85.19509224658532
990,-134.63390987468705
991,-61.77912313484023
992,-28.925791697019136
993,-91.3862854961782
994,-383.82916964125076
995,-103.85422037307796
996,-15.024448600393399
997,-213.6567095876884
998,-98.23562767176833
999,-234.08950705614456
1000,-89.482228534693
1001,15.464143023185358
